PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Age_Fare,Family_Size,Fare_Per_Person,poly_Age,poly_Fare,poly_Age^2,poly_Age Fare,poly_Fare^2,Age_Group,Age_Group_Code
422,0,3,21.0,0,0,7.7333,True,True,False,162.39929999999998,1,7.7333,21.0,7.7333,441.0,162.39929999999998,59.803928889999995,Young,1
423,0,3,29.0,0,0,7.875,True,False,True,228.375,1,7.875,29.0,7.875,841.0,228.375,62.015625,Young,1
424,0,3,28.0,1,1,14.4,False,False,True,403.2,3,4.8,28.0,14.4,784.0,403.2,207.36,Young,1
425,0,3,18.0,1,1,20.2125,True,False,True,363.825,3,6.7375,18.0,20.2125,324.0,363.825,408.54515624999993,Teen,0
426,0,3,28.0,0,0,7.25,True,False,True,203.0,1,7.25,28.0,7.25,784.0,203.0,52.5625,Young,1
427,1,2,28.0,1,0,26.0,False,False,True,728.0,2,13.0,28.0,26.0,784.0,728.0,676.0,Young,1
428,1,2,19.0,0,0,26.0,False,False,True,494.0,1,26.0,19.0,26.0,361.0,494.0,676.0,Young,1
429,0,3,28.0,0,0,7.75,True,True,False,217.0,1,7.75,28.0,7.75,784.0,217.0,60.0625,Young,1
430,1,3,32.0,0,0,8.05,True,False,True,257.6,1,8.05,32.0,8.05,1024.0,257.6,64.80250000000001,Young,1
431,1,1,28.0,0,0,26.55,True,False,True,743.4,1,26.55,28.0,26.55,784.0,743.4,704.9025,Young,1
432,1,3,28.0,1,0,16.1,False,False,True,450.80000000000007,2,8.05,28.0,16.1,784.0,450.80000000000007,259.21000000000004,Young,1
433,1,2,42.0,1,0,26.0,False,False,True,1092.0,2,13.0,42.0,26.0,1764.0,1092.0,676.0,Adult,2
434,0,3,17.0,0,0,7.125,True,False,True,121.125,1,7.125,17.0,7.125,289.0,121.125,50.765625,Teen,0
435,0,1,50.0,1,0,55.9,True,False,True,2795.0,2,27.95,50.0,55.9,2500.0,2795.0,3124.81,Adult,2
436,1,1,14.0,1,2,120.0,False,False,True,1680.0,4,30.0,14.0,120.0,196.0,1680.0,14400.0,Teen,0
437,0,3,21.0,2,2,34.375,False,False,True,721.875,5,6.875,21.0,34.375,441.0,721.875,1181.640625,Young,1
438,1,2,24.0,2,3,18.75,False,False,True,450.0,6,3.125,24.0,18.75,576.0,450.0,351.5625,Young,1
439,0,1,64.0,1,4,263.0,True,False,True,16832.0,6,43.833333333333336,64.0,263.0,4096.0,16832.0,69169.0,Senior,3
440,0,2,31.0,0,0,10.5,True,False,True,325.5,1,10.5,31.0,10.5,961.0,325.5,110.25,Young,1
441,1,2,45.0,1,1,26.25,False,False,True,1181.25,3,8.75,45.0,26.25,2025.0,1181.25,689.0625,Adult,2
442,0,3,20.0,0,0,9.5,True,False,True,190.0,1,9.5,20.0,9.5,400.0,190.0,90.25,Young,1
443,0,3,25.0,1,0,7.775,True,False,True,194.375,2,3.8875,25.0,7.775,625.0,194.375,60.450625,Young,1
444,1,2,28.0,0,0,13.0,False,False,True,364.0,1,13.0,28.0,13.0,784.0,364.0,169.0,Young,1
445,1,3,28.0,0,0,8.1125,True,False,True,227.15000000000003,1,8.1125,28.0,8.1125,784.0,227.15000000000003,65.81265625000002,Young,1
446,1,1,4.0,0,2,81.8583,True,False,True,327.4332,3,27.2861,4.0,81.8583,16.0,327.4332,6700.78127889,Teen,0
447,1,2,13.0,0,1,19.5,False,False,True,253.5,2,9.75,13.0,19.5,169.0,253.5,380.25,Teen,0
448,1,1,34.0,0,0,26.55,True,False,True,902.7,1,26.55,34.0,26.55,1156.0,902.7,704.9025,Young,1
449,1,3,5.0,2,1,19.2583,False,False,False,96.29149999999998,4,4.814575,5.0,19.2583,25.0,96.29149999999998,370.88211888999996,Teen,0
450,1,1,52.0,0,0,30.5,True,False,True,1586.0,1,30.5,52.0,30.5,2704.0,1586.0,930.25,Adult,2
451,0,2,36.0,1,2,27.75,True,False,True,999.0,4,6.9375,36.0,27.75,1296.0,999.0,770.0625,Adult,2
452,0,3,28.0,1,0,19.9667,True,False,True,559.0676,2,9.98335,28.0,19.9667,784.0,559.0676,398.66910888999996,Young,1
453,0,1,30.0,0,0,27.75,True,False,False,832.5,1,27.75,30.0,27.75,900.0,832.5,770.0625,Young,1
454,1,1,49.0,1,0,89.1042,True,False,False,4366.1058,2,44.5521,49.0,89.1042,2401.0,4366.1058,7939.558457640001,Adult,2
455,0,3,28.0,0,0,8.05,True,False,True,225.40000000000003,1,8.05,28.0,8.05,784.0,225.40000000000003,64.80250000000001,Young,1
456,1,3,29.0,0,0,7.8958,True,False,False,228.97820000000002,1,7.8958,29.0,7.8958,841.0,228.97820000000002,62.34365764,Young,1
457,0,1,65.0,0,0,26.55,True,False,True,1725.75,1,26.55,65.0,26.55,4225.0,1725.75,704.9025,Senior,3
458,1,1,28.0,1,0,51.8625,False,False,True,1452.1499999999999,2,25.93125,28.0,51.8625,784.0,1452.1499999999999,2689.7189062499997,Young,1
459,1,2,50.0,0,0,10.5,False,False,True,525.0,1,10.5,50.0,10.5,2500.0,525.0,110.25,Adult,2
460,0,3,28.0,0,0,7.75,True,True,False,217.0,1,7.75,28.0,7.75,784.0,217.0,60.0625,Young,1
461,1,1,48.0,0,0,26.55,True,False,True,1274.4,1,26.55,48.0,26.55,2304.0,1274.4,704.9025,Adult,2
462,0,3,34.0,0,0,8.05,True,False,True,273.70000000000005,1,8.05,34.0,8.05,1156.0,273.70000000000005,64.80250000000001,Young,1
463,0,1,47.0,0,0,38.5,True,False,True,1809.5,1,38.5,47.0,38.5,2209.0,1809.5,1482.25,Adult,2
464,0,2,48.0,0,0,13.0,True,False,True,624.0,1,13.0,48.0,13.0,2304.0,624.0,169.0,Adult,2
465,0,3,28.0,0,0,8.05,True,False,True,225.40000000000003,1,8.05,28.0,8.05,784.0,225.40000000000003,64.80250000000001,Young,1
466,0,3,38.0,0,0,7.05,True,False,True,267.9,1,7.05,38.0,7.05,1444.0,267.9,49.7025,Adult,2
467,0,2,28.0,0,0,0.0,True,False,True,0.0,1,0.0,28.0,0.0,784.0,0.0,0.0,Young,1
468,0,1,56.0,0,0,26.55,True,False,True,1486.8,1,26.55,56.0,26.55,3136.0,1486.8,704.9025,Adult,2
469,0,3,28.0,0,0,7.725,True,True,False,216.29999999999998,1,7.725,28.0,7.725,784.0,216.29999999999998,59.675625,Young,1
470,1,3,0.75,2,1,19.2583,False,False,False,14.443724999999999,4,4.814575,0.75,19.2583,0.5625,14.443724999999999,370.88211888999996,Teen,0
471,0,3,28.0,0,0,7.25,True,False,True,203.0,1,7.25,28.0,7.25,784.0,203.0,52.5625,Young,1
472,0,3,38.0,0,0,8.6625,True,False,True,329.175,1,8.6625,38.0,8.6625,1444.0,329.175,75.03890625,Adult,2
473,1,2,33.0,1,2,27.75,False,False,True,915.75,4,6.9375,33.0,27.75,1089.0,915.75,770.0625,Young,1
474,1,2,23.0,0,0,13.7917,False,False,False,317.20910000000003,1,13.7917,23.0,13.7917,529.0,317.20910000000003,190.21098889,Young,1
475,0,3,22.0,0,0,9.8375,False,False,True,216.425,1,9.8375,22.0,9.8375,484.0,216.425,96.77640625000001,Young,1
476,0,1,28.0,0,0,52.0,True,False,True,1456.0,1,52.0,28.0,52.0,784.0,1456.0,2704.0,Young,1
477,0,2,34.0,1,0,21.0,True,False,True,714.0,2,10.5,34.0,21.0,1156.0,714.0,441.0,Young,1
478,0,3,29.0,1,0,7.0458,True,False,True,204.32819999999998,2,3.5229,29.0,7.0458,841.0,204.32819999999998,49.64329764,Young,1
479,0,3,22.0,0,0,7.5208,True,False,True,165.4576,1,7.5208,22.0,7.5208,484.0,165.4576,56.562432640000004,Young,1
480,1,3,2.0,0,1,12.2875,False,False,True,24.575,2,6.14375,2.0,12.2875,4.0,24.575,150.98265625,Teen,0
481,0,3,9.0,5,2,46.9,True,False,True,422.09999999999997,8,5.8625,9.0,46.9,81.0,422.09999999999997,2199.6099999999997,Teen,0
482,0,2,28.0,0,0,0.0,True,False,True,0.0,1,0.0,28.0,0.0,784.0,0.0,0.0,Young,1
483,0,3,50.0,0,0,8.05,True,False,True,402.50000000000006,1,8.05,50.0,8.05,2500.0,402.50000000000006,64.80250000000001,Adult,2
484,1,3,63.0,0,0,9.5875,False,False,True,604.0125,1,9.5875,63.0,9.5875,3969.0,604.0125,91.92015625,Senior,3
485,1,1,25.0,1,0,91.0792,True,False,False,2276.98,2,45.5396,25.0,91.0792,625.0,2276.98,8295.42067264,Young,1
486,0,3,28.0,3,1,25.4667,False,False,True,713.0676,5,5.0933399999999995,28.0,25.4667,784.0,713.0676,648.5528088899999,Young,1
487,1,1,35.0,1,0,90.0,False,False,True,3150.0,2,45.0,35.0,90.0,1225.0,3150.0,8100.0,Young,1
488,0,1,58.0,0,0,29.7,True,False,False,1722.6,1,29.7,58.0,29.7,3364.0,1722.6,882.0899999999999,Adult,2
489,0,3,30.0,0,0,8.05,True,False,True,241.50000000000003,1,8.05,30.0,8.05,900.0,241.50000000000003,64.80250000000001,Young,1
490,1,3,9.0,1,1,15.9,True,False,True,143.1,3,5.3,9.0,15.9,81.0,143.1,252.81,Teen,0
491,0,3,28.0,1,0,19.9667,True,False,True,559.0676,2,9.98335,28.0,19.9667,784.0,559.0676,398.66910888999996,Young,1
492,0,3,21.0,0,0,7.25,True,False,True,152.25,1,7.25,21.0,7.25,441.0,152.25,52.5625,Young,1
493,0,1,55.0,0,0,30.5,True,False,True,1677.5,1,30.5,55.0,30.5,3025.0,1677.5,930.25,Adult,2
494,0,1,71.0,0,0,49.5042,True,False,False,3514.7981999999997,1,49.5042,71.0,49.5042,5041.0,3514.7981999999997,2450.6658176399997,Senior,3
495,0,3,21.0,0,0,8.05,True,False,True,169.05,1,8.05,21.0,8.05,441.0,169.05,64.80250000000001,Young,1
496,0,3,28.0,0,0,14.4583,True,False,False,404.8324,1,14.4583,28.0,14.4583,784.0,404.8324,209.04243888999997,Young,1
497,1,1,54.0,1,0,78.2667,False,False,False,4226.4018,2,39.13335,54.0,78.2667,2916.0,4226.4018,6125.67632889,Adult,2
498,0,3,28.0,0,0,15.1,True,False,True,422.8,1,15.1,28.0,15.1,784.0,422.8,228.01,Young,1
499,0,1,25.0,1,2,151.55,False,False,True,3788.7500000000005,4,37.8875,25.0,151.55,625.0,3788.7500000000005,22967.402500000004,Young,1
500,0,3,24.0,0,0,7.7958,True,False,True,187.0992,1,7.7958,24.0,7.7958,576.0,187.0992,60.77449764,Young,1
501,0,3,17.0,0,0,8.6625,True,False,True,147.2625,1,8.6625,17.0,8.6625,289.0,147.2625,75.03890625,Teen,0
502,0,3,21.0,0,0,7.75,False,True,False,162.75,1,7.75,21.0,7.75,441.0,162.75,60.0625,Young,1
503,0,3,28.0,0,0,7.6292,False,True,False,213.6176,1,7.6292,28.0,7.6292,784.0,213.6176,58.20469264,Young,1
504,0,3,37.0,0,0,9.5875,False,False,True,354.7375,1,9.5875,37.0,9.5875,1369.0,354.7375,91.92015625,Adult,2
505,1,1,16.0,0,0,86.5,False,False,True,1384.0,1,86.5,16.0,86.5,256.0,1384.0,7482.25,Teen,0
506,0,1,18.0,1,0,108.9,True,False,False,1960.2,2,54.45,18.0,108.9,324.0,1960.2,11859.210000000001,Teen,0
507,1,2,33.0,0,2,26.0,False,False,True,858.0,3,8.666666666666666,33.0,26.0,1089.0,858.0,676.0,Young,1
508,1,1,28.0,0,0,26.55,True,False,True,743.4,1,26.55,28.0,26.55,784.0,743.4,704.9025,Young,1
509,0,3,28.0,0,0,22.525,True,False,True,630.6999999999999,1,22.525,28.0,22.525,784.0,630.6999999999999,507.37562499999996,Young,1
510,1,3,26.0,0,0,56.4958,True,False,True,1468.8908000000001,1,56.4958,26.0,56.4958,676.0,1468.8908000000001,3191.7754176400003,Young,1
511,1,3,29.0,0,0,7.75,True,True,False,224.75,1,7.75,29.0,7.75,841.0,224.75,60.0625,Young,1
512,0,3,28.0,0,0,8.05,True,False,True,225.40000000000003,1,8.05,28.0,8.05,784.0,225.40000000000003,64.80250000000001,Young,1
513,1,1,36.0,0,0,26.2875,True,False,True,946.35,1,26.2875,36.0,26.2875,1296.0,946.35,691.0326562500001,Adult,2
514,1,1,54.0,1,0,59.4,False,False,False,3207.6,2,29.7,54.0,59.4,2916.0,3207.6,3528.3599999999997,Adult,2
515,0,3,24.0,0,0,7.4958,True,False,True,179.8992,1,7.4958,24.0,7.4958,576.0,179.8992,56.18701764,Young,1
516,0,1,47.0,0,0,34.0208,True,False,True,1598.9776000000002,1,34.0208,47.0,34.0208,2209.0,1598.9776000000002,1157.41483264,Adult,2
517,1,2,34.0,0,0,10.5,False,False,True,357.0,1,10.5,34.0,10.5,1156.0,357.0,110.25,Young,1
518,0,3,28.0,0,0,24.15,True,True,False,676.1999999999999,1,24.15,28.0,24.15,784.0,676.1999999999999,583.2225,Young,1
519,1,2,36.0,1,0,26.0,False,False,True,936.0,2,13.0,36.0,26.0,1296.0,936.0,676.0,Adult,2
520,0,3,32.0,0,0,7.8958,True,False,True,252.6656,1,7.8958,32.0,7.8958,1024.0,252.6656,62.34365764,Young,1
521,1,1,30.0,0,0,93.5,False,False,True,2805.0,1,93.5,30.0,93.5,900.0,2805.0,8742.25,Young,1
522,0,3,22.0,0,0,7.8958,True,False,True,173.7076,1,7.8958,22.0,7.8958,484.0,173.7076,62.34365764,Young,1
523,0,3,28.0,0,0,7.225,True,False,False,202.29999999999998,1,7.225,28.0,7.225,784.0,202.29999999999998,52.200624999999995,Young,1
524,1,1,44.0,0,1,57.9792,False,False,False,2551.0848,2,28.9896,44.0,57.9792,1936.0,2551.0848,3361.58763264,Adult,2
525,0,3,28.0,0,0,7.2292,True,False,False,202.4176,1,7.2292,28.0,7.2292,784.0,202.4176,52.26133263999999,Young,1
526,0,3,40.5,0,0,7.75,True,True,False,313.875,1,7.75,40.5,7.75,1640.25,313.875,60.0625,Adult,2
527,1,2,50.0,0,0,10.5,False,False,True,525.0,1,10.5,50.0,10.5,2500.0,525.0,110.25,Adult,2
528,0,1,28.0,0,0,221.7792,True,False,True,6209.8176,1,221.7792,28.0,221.7792,784.0,6209.8176,49186.013552640004,Young,1
529,0,3,39.0,0,0,7.925,True,False,True,309.075,1,7.925,39.0,7.925,1521.0,309.075,62.805625,Adult,2
530,0,2,23.0,2,1,11.5,True,False,True,264.5,4,2.875,23.0,11.5,529.0,264.5,132.25,Young,1
531,1,2,2.0,1,1,26.0,False,False,True,52.0,3,8.666666666666666,2.0,26.0,4.0,52.0,676.0,Teen,0
532,0,3,28.0,0,0,7.2292,True,False,False,202.4176,1,7.2292,28.0,7.2292,784.0,202.4176,52.26133263999999,Young,1
533,0,3,17.0,1,1,7.2292,True,False,False,122.8964,3,2.409733333333333,17.0,7.2292,289.0,122.8964,52.26133263999999,Teen,0
534,1,3,28.0,0,2,22.3583,False,False,False,626.0324,3,7.452766666666666,28.0,22.3583,784.0,626.0324,499.89357889,Young,1
535,0,3,30.0,0,0,8.6625,False,False,True,259.875,1,8.6625,30.0,8.6625,900.0,259.875,75.03890625,Young,1
536,1,2,7.0,0,2,26.25,False,False,True,183.75,3,8.75,7.0,26.25,49.0,183.75,689.0625,Teen,0
537,0,1,45.0,0,0,26.55,True,False,True,1194.75,1,26.55,45.0,26.55,2025.0,1194.75,704.9025,Adult,2
538,1,1,30.0,0,0,106.425,False,False,False,3192.75,1,106.425,30.0,106.425,900.0,3192.75,11326.280625,Young,1
539,0,3,28.0,0,0,14.5,True,False,True,406.0,1,14.5,28.0,14.5,784.0,406.0,210.25,Young,1
540,1,1,22.0,0,2,49.5,False,False,False,1089.0,3,16.5,22.0,49.5,484.0,1089.0,2450.25,Young,1
541,1,1,36.0,0,2,71.0,False,False,True,2556.0,3,23.666666666666668,36.0,71.0,1296.0,2556.0,5041.0,Adult,2
542,0,3,9.0,4,2,31.275,False,False,True,281.47499999999997,7,4.4678571428571425,9.0,31.275,81.0,281.47499999999997,978.1256249999999,Teen,0
543,0,3,11.0,4,2,31.275,False,False,True,344.025,7,4.4678571428571425,11.0,31.275,121.0,344.025,978.1256249999999,Teen,0
544,1,2,32.0,1,0,26.0,True,False,True,832.0,2,13.0,32.0,26.0,1024.0,832.0,676.0,Young,1
545,0,1,50.0,1,0,106.425,True,False,False,5321.25,2,53.2125,50.0,106.425,2500.0,5321.25,11326.280625,Adult,2
546,0,1,64.0,0,0,26.0,True,False,True,1664.0,1,26.0,64.0,26.0,4096.0,1664.0,676.0,Senior,3
547,1,2,19.0,1,0,26.0,False,False,True,494.0,2,13.0,19.0,26.0,361.0,494.0,676.0,Young,1
548,1,2,28.0,0,0,13.8625,True,False,False,388.15000000000003,1,13.8625,28.0,13.8625,784.0,388.15000000000003,192.16890625000002,Young,1
549,0,3,33.0,1,1,20.525,True,False,True,677.3249999999999,3,6.841666666666666,33.0,20.525,1089.0,677.3249999999999,421.27562499999993,Young,1
550,1,2,8.0,1,1,36.75,True,False,True,294.0,3,12.25,8.0,36.75,64.0,294.0,1350.5625,Teen,0
551,1,1,17.0,0,2,110.8833,True,False,False,1885.0161,3,36.9611,17.0,110.8833,289.0,1885.0161,12295.106218890001,Teen,0
552,0,2,27.0,0,0,26.0,True,False,True,702.0,1,26.0,27.0,26.0,729.0,702.0,676.0,Young,1
553,0,3,28.0,0,0,7.8292,True,True,False,219.2176,1,7.8292,28.0,7.8292,784.0,219.2176,61.29637264,Young,1
554,1,3,22.0,0,0,7.225,True,False,False,158.95,1,7.225,22.0,7.225,484.0,158.95,52.200624999999995,Young,1
555,1,3,22.0,0,0,7.775,False,False,True,171.05,1,7.775,22.0,7.775,484.0,171.05,60.450625,Young,1
556,0,1,62.0,0,0,26.55,True,False,True,1646.1000000000001,1,26.55,62.0,26.55,3844.0,1646.1000000000001,704.9025,Senior,3
557,1,1,48.0,1,0,39.6,False,False,False,1900.8000000000002,2,19.8,48.0,39.6,2304.0,1900.8000000000002,1568.16,Adult,2
558,0,1,28.0,0,0,227.525,True,False,False,6370.7,1,227.525,28.0,227.525,784.0,6370.7,51767.625625,Young,1
559,1,1,39.0,1,1,79.65,False,False,True,3106.3500000000004,3,26.55,39.0,79.65,1521.0,3106.3500000000004,6344.122500000001,Adult,2
560,1,3,36.0,1,0,17.4,False,False,True,626.4,2,8.7,36.0,17.4,1296.0,626.4,302.75999999999993,Adult,2
561,0,3,28.0,0,0,7.75,True,True,False,217.0,1,7.75,28.0,7.75,784.0,217.0,60.0625,Young,1
562,0,3,40.0,0,0,7.8958,True,False,True,315.832,1,7.8958,40.0,7.8958,1600.0,315.832,62.34365764,Adult,2
563,0,2,28.0,0,0,13.5,True,False,True,378.0,1,13.5,28.0,13.5,784.0,378.0,182.25,Young,1
564,0,3,28.0,0,0,8.05,True,False,True,225.40000000000003,1,8.05,28.0,8.05,784.0,225.40000000000003,64.80250000000001,Young,1
565,0,3,28.0,0,0,8.05,False,False,True,225.40000000000003,1,8.05,28.0,8.05,784.0,225.40000000000003,64.80250000000001,Young,1
566,0,3,24.0,2,0,24.15,True,False,True,579.5999999999999,3,8.049999999999999,24.0,24.15,576.0,579.5999999999999,583.2225,Young,1
567,0,3,19.0,0,0,7.8958,True,False,True,150.02020000000002,1,7.8958,19.0,7.8958,361.0,150.02020000000002,62.34365764,Young,1
568,0,3,29.0,0,4,21.075,False,False,True,611.175,5,4.215,29.0,21.075,841.0,611.175,444.155625,Young,1
569,0,3,28.0,0,0,7.2292,True,False,False,202.4176,1,7.2292,28.0,7.2292,784.0,202.4176,52.26133263999999,Young,1
570,1,3,32.0,0,0,7.8542,True,False,True,251.3344,1,7.8542,32.0,7.8542,1024.0,251.3344,61.688457639999996,Young,1
571,1,2,62.0,0,0,10.5,True,False,True,651.0,1,10.5,62.0,10.5,3844.0,651.0,110.25,Senior,3
572,1,1,53.0,2,0,51.4792,False,False,True,2728.3976,3,17.15973333333333,53.0,51.4792,2809.0,2728.3976,2650.1080326399997,Adult,2
573,1,1,36.0,0,0,26.3875,True,False,True,949.9499999999999,1,26.3875,36.0,26.3875,1296.0,949.9499999999999,696.30015625,Adult,2
574,1,3,28.0,0,0,7.75,False,True,False,217.0,1,7.75,28.0,7.75,784.0,217.0,60.0625,Young,1
575,0,3,16.0,0,0,8.05,True,False,True,128.8,1,8.05,16.0,8.05,256.0,128.8,64.80250000000001,Teen,0
576,0,3,19.0,0,0,14.5,True,False,True,275.5,1,14.5,19.0,14.5,361.0,275.5,210.25,Young,1
577,1,2,34.0,0,0,13.0,False,False,True,442.0,1,13.0,34.0,13.0,1156.0,442.0,169.0,Young,1
578,1,1,39.0,1,0,55.9,False,False,True,2180.1,2,27.95,39.0,55.9,1521.0,2180.1,3124.81,Adult,2
579,0,3,28.0,1,0,14.4583,False,False,False,404.8324,2,7.22915,28.0,14.4583,784.0,404.8324,209.04243888999997,Young,1
580,1,3,32.0,0,0,7.925,True,False,True,253.6,1,7.925,32.0,7.925,1024.0,253.6,62.805625,Young,1
581,1,2,25.0,1,1,30.0,False,False,True,750.0,3,10.0,25.0,30.0,625.0,750.0,900.0,Young,1
582,1,1,39.0,1,1,110.8833,False,False,False,4324.4487,3,36.9611,39.0,110.8833,1521.0,4324.4487,12295.106218890001,Adult,2
583,0,2,54.0,0,0,26.0,True,False,True,1404.0,1,26.0,54.0,26.0,2916.0,1404.0,676.0,Adult,2
584,0,1,36.0,0,0,40.125,True,False,False,1444.5,1,40.125,36.0,40.125,1296.0,1444.5,1610.015625,Adult,2
585,0,3,28.0,0,0,8.7125,True,False,False,243.95000000000002,1,8.7125,28.0,8.7125,784.0,243.95000000000002,75.90765625,Young,1
586,1,1,18.0,0,2,79.65,False,False,True,1433.7,3,26.55,18.0,79.65,324.0,1433.7,6344.122500000001,Teen,0
587,0,2,47.0,0,0,15.0,True,False,True,705.0,1,15.0,47.0,15.0,2209.0,705.0,225.0,Adult,2
588,1,1,60.0,1,1,79.2,True,False,False,4752.0,3,26.400000000000002,60.0,79.2,3600.0,4752.0,6272.64,Adult,2
589,0,3,22.0,0,0,8.05,True,False,True,177.10000000000002,1,8.05,22.0,8.05,484.0,177.10000000000002,64.80250000000001,Young,1
590,0,3,28.0,0,0,8.05,True,False,True,225.40000000000003,1,8.05,28.0,8.05,784.0,225.40000000000003,64.80250000000001,Young,1
591,0,3,35.0,0,0,7.125,True,False,True,249.375,1,7.125,35.0,7.125,1225.0,249.375,50.765625,Young,1
592,1,1,52.0,1,0,78.2667,False,False,False,4069.8684,2,39.13335,52.0,78.2667,2704.0,4069.8684,6125.67632889,Adult,2
593,0,3,47.0,0,0,7.25,True,False,True,340.75,1,7.25,47.0,7.25,2209.0,340.75,52.5625,Adult,2
594,0,3,28.0,0,2,7.75,False,True,False,217.0,3,2.5833333333333335,28.0,7.75,784.0,217.0,60.0625,Young,1
595,0,2,37.0,1,0,26.0,True,False,True,962.0,2,13.0,37.0,26.0,1369.0,962.0,676.0,Adult,2
596,0,3,36.0,1,1,24.15,True,False,True,869.4,3,8.049999999999999,36.0,24.15,1296.0,869.4,583.2225,Adult,2
597,1,2,28.0,0,0,33.0,False,False,True,924.0,1,33.0,28.0,33.0,784.0,924.0,1089.0,Young,1
598,0,3,49.0,0,0,0.0,True,False,True,0.0,1,0.0,49.0,0.0,2401.0,0.0,0.0,Adult,2
599,0,3,28.0,0,0,7.225,True,False,False,202.29999999999998,1,7.225,28.0,7.225,784.0,202.29999999999998,52.200624999999995,Young,1
600,1,1,49.0,1,0,56.9292,True,False,False,2789.5308,2,28.4646,49.0,56.9292,2401.0,2789.5308,3240.9338126400003,Adult,2
601,1,2,24.0,2,1,27.0,False,False,True,648.0,4,6.75,24.0,27.0,576.0,648.0,729.0,Young,1
602,0,3,28.0,0,0,7.8958,True,False,True,221.0824,1,7.8958,28.0,7.8958,784.0,221.0824,62.34365764,Young,1
603,0,1,28.0,0,0,42.4,True,False,True,1187.2,1,42.4,28.0,42.4,784.0,1187.2,1797.76,Young,1
604,0,3,44.0,0,0,8.05,True,False,True,354.20000000000005,1,8.05,44.0,8.05,1936.0,354.20000000000005,64.80250000000001,Adult,2
605,1,1,35.0,0,0,26.55,True,False,False,929.25,1,26.55,35.0,26.55,1225.0,929.25,704.9025,Young,1
606,0,3,36.0,1,0,15.55,True,False,True,559.8000000000001,2,7.775,36.0,15.55,1296.0,559.8000000000001,241.8025,Adult,2
607,0,3,30.0,0,0,7.8958,True,False,True,236.87400000000002,1,7.8958,30.0,7.8958,900.0,236.87400000000002,62.34365764,Young,1
608,1,1,27.0,0,0,30.5,True,False,True,823.5,1,30.5,27.0,30.5,729.0,823.5,930.25,Young,1
609,1,2,22.0,1,2,41.5792,False,False,False,914.7424,4,10.3948,22.0,41.5792,484.0,914.7424,1728.82987264,Young,1
610,1,1,40.0,0,0,153.4625,False,False,True,6138.5,1,153.4625,40.0,153.4625,1600.0,6138.5,23550.73890625,Adult,2
611,0,3,39.0,1,5,31.275,False,False,True,1219.725,7,4.4678571428571425,39.0,31.275,1521.0,1219.725,978.1256249999999,Adult,2
612,0,3,28.0,0,0,7.05,True,False,True,197.4,1,7.05,28.0,7.05,784.0,197.4,49.7025,Young,1
613,1,3,28.0,1,0,15.5,False,True,False,434.0,2,7.75,28.0,15.5,784.0,434.0,240.25,Young,1
614,0,3,28.0,0,0,7.75,True,True,False,217.0,1,7.75,28.0,7.75,784.0,217.0,60.0625,Young,1
615,0,3,35.0,0,0,8.05,True,False,True,281.75,1,8.05,35.0,8.05,1225.0,281.75,64.80250000000001,Young,1
616,1,2,24.0,1,2,65.0,False,False,True,1560.0,4,16.25,24.0,65.0,576.0,1560.0,4225.0,Young,1
617,0,3,34.0,1,1,14.4,True,False,True,489.6,3,4.8,34.0,14.4,1156.0,489.6,207.36,Young,1
618,0,3,26.0,1,0,16.1,False,False,True,418.6,2,8.05,26.0,16.1,676.0,418.6,259.21000000000004,Young,1
619,1,2,4.0,2,1,39.0,False,False,True,156.0,4,9.75,4.0,39.0,16.0,156.0,1521.0,Teen,0
620,0,2,26.0,0,0,10.5,True,False,True,273.0,1,10.5,26.0,10.5,676.0,273.0,110.25,Young,1
621,0,3,27.0,1,0,14.4542,True,False,False,390.2634,2,7.2271,27.0,14.4542,729.0,390.2634,208.92389764,Young,1
622,1,1,42.0,1,0,52.5542,True,False,True,2207.2764,2,26.2771,42.0,52.5542,1764.0,2207.2764,2761.94393764,Adult,2
623,1,3,20.0,1,1,15.7417,True,False,False,314.834,3,5.247233333333333,20.0,15.7417,400.0,314.834,247.80111889,Young,1
624,0,3,21.0,0,0,7.8542,True,False,True,164.9382,1,7.8542,21.0,7.8542,441.0,164.9382,61.688457639999996,Young,1
625,0,3,21.0,0,0,16.1,True,False,True,338.1,1,16.1,21.0,16.1,441.0,338.1,259.21000000000004,Young,1
626,0,1,61.0,0,0,32.3208,True,False,True,1971.5688,1,32.3208,61.0,32.3208,3721.0,1971.5688,1044.6341126399998,Senior,3
627,0,2,57.0,0,0,12.35,True,True,False,703.9499999999999,1,12.35,57.0,12.35,3249.0,703.9499999999999,152.52249999999998,Adult,2
628,1,1,21.0,0,0,77.9583,False,False,True,1637.1243,1,77.9583,21.0,77.9583,441.0,1637.1243,6077.496538889999,Young,1
629,0,3,26.0,0,0,7.8958,True,False,True,205.29080000000002,1,7.8958,26.0,7.8958,676.0,205.29080000000002,62.34365764,Young,1
630,0,3,28.0,0,0,7.7333,True,True,False,216.5324,1,7.7333,28.0,7.7333,784.0,216.5324,59.803928889999995,Young,1
631,1,1,80.0,0,0,30.0,True,False,True,2400.0,1,30.0,80.0,30.0,6400.0,2400.0,900.0,Senior,3
632,0,3,51.0,0,0,7.0542,True,False,True,359.7642,1,7.0542,51.0,7.0542,2601.0,359.7642,49.76173764,Adult,2
